"customer_key","customer_number","customer_name","age_group","cust_segmentation","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","time_spam","avg_order_value","avg_monthly_value"
243,"AW00011242","Larry Munoz","60 & Above","VIP","2013-12-04",136,7,11067.0,12.0,12,14,1581.0,790.5
244,"AW00011243","Robin Alvarez","60 & Above","VIP","2013-06-09",142,4,7164.0,12.0,10,27,1791.0,265.33
245,"AW00011244","Alexis Coleman","50-59","VIP","2013-07-19",141,4,7175.0,12.0,11,29,1793.75,247.41
246,"AW00011245","Ricky Vazquez","60 & Above","VIP","2013-12-11",136,4,10580.0,9.0,9,26,2645.0,406.92
247,"AW00011246","Latasha Rubio","60 & Above","VIP","2013-12-20",136,4,10575.0,7.0,7,26,2643.75,406.73
248,"AW00011247","Claudia Zhou","60 & Above","VIP","2013-08-17",140,4,7131.0,12.0,11,29,1782.75,245.9
249,"AW00011248","Tristan Alexander","50-59","New","2013-07-14",141,1,38.0,3.0,3,0,38.0,38.0
250,"AW00011249","Cindy Patel","50-59","VIP","2013-09-15",139,4,9890.0,11.0,11,23,2472.5,430.0
251,"AW00011250","Shannon Liu","50-59","VIP","2013-08-06",140,4,7115.0,11.0,10,28,1778.75,254.11
252,"AW00011251","Xavier Long","60 & Above","New","2013-10-18",138,1,2319.0,4.0,4,0,2319.0,2319.0
253,"AW00011252","Nicholas Thompson","60 & Above","VIP","2013-12-18",136,3,6685.0,7.0,7,28,2228.33,238.75
254,"AW00011253","José Hernandez","60 & Above","New","2013-12-03",137,16,695.0,30.0,16,9,43.44,77.22
255,"AW00011254","Johnathan Vance","60 & Above","New","2013-12-14",136,2,204.0,9.0,9,0,102.0,204.0
256,"AW00011255","Colin Lin","60 & Above","New","2013-03-31",145,2,114.0,5.0,5,1,57.0,114.0
257,"AW00011256","Katelyn Hernandez","60 & Above","New","2013-10-16",138,2,81.0,5.0,5,6,40.5,13.5
258,"AW00011257","Jacqueline Powell","60 & Above","VIP","2013-12-14",136,3,6676.0,6.0,6,27,2225.33,247.26
259,"AW00011258","Xavier Hill","60 & Above","New","2013-07-15",141,2,49.0,4.0,4,1,24.5,49.0
260,"AW00011259","Victoria Stewart","50-59","VIP","2013-12-20",136,3,6770.0,5.0,5,27,2256.67,250.74
261,"AW00011260","Katelyn Kelly","40-49","New","2013-06-23",142,2,81.0,5.0,5,4,40.5,20.25
262,"AW00011261","Stephanie Collins","50-59","VIP","2013-12-23",136,3,6650.0,4.0,4,26,2216.67,255.77
263,"AW00011262","Jennifer Simmons","50-59","New","2014-01-22",135,27,1124.0,63.0,26,10,41.63,112.4
264,"AW00011263","Trinity Richardson","50-59","VIP","2013-12-10",136,3,6753.0,9.0,9,27,2251.0,250.11
265,"AW00011264","Eduardo Martin","50-59","New","2013-11-30",137,2,3182.0,8.0,8,10,1591.0,318.2
266,"AW00011265","Elizabeth Jones","50-59","New","2013-01-03",148,1,2352.0,3.0,3,0,2352.0,2352.0
267,"AW00011266","Taylor Howard","50-59","VIP","2013-01-20",147,2,5922.0,5.0,5,16,2961.0,370.13
268,"AW00011267","David Diaz","40-49","VIP","2013-01-07",147,2,5943.0,5.0,5,15,2971.5,396.2
269,"AW00011268","Katelyn Carter","50-59","New","2013-11-16",137,2,98.0,5.0,5,5,49.0,19.6
270,"AW00011269","Ryan Foster","40-49","New","2013-09-10",139,2,42.0,3.0,3,0,21.0,42.0
271,"AW00011270","Robert Lee","50-59","VIP","2013-01-07",147,2,5984.0,5.0,5,15,2992.0,398.93
272,"AW00011271","Danielle Reed","50-59","VIP","2013-01-22",147,2,5973.0,5.0,5,15,2986.5,398.2
273,"AW00011272","Lauren Martinez","60 & Above","VIP","2013-01-13",147,2,5975.0,4.0,4,15,2987.5,398.33
274,"AW00011273","Nathan Lal","60 & Above","New","2013-05-23",143,2,273.0,8.0,8,0,136.5,273.0
275,"AW00011274","Kyle Foster","60 & Above","VIP","2013-02-24",146,2,5888.0,4.0,4,17,2944.0,346.35
276,"AW00011275","Jenny Rai","60 & Above","VIP","2013-01-12",147,2,5955.0,4.0,4,16,2977.5,372.19
277,"AW00011276","Nancy Chapman","50-59","New","2014-01-22",135,27,987.0,57.0,22,11,36.56,89.73
278,"AW00011277","Charles Jackson","50-59","New","2014-01-16",135,27,1434.0,65.0,26,11,53.11,130.36
279,"AW00011278","Jonathan Phillips","50-59","VIP","2013-01-03",148,2,5908.0,3.0,3,15,2954.0,393.87
280,"AW00011279","Amanda Cook","50-59","New","2013-06-22",142,2,44.0,4.0,3,3,22.0,14.67
281,"AW00011280","Robert Collins","50-59","New","2013-08-08",140,2,77.0,4.0,4,1,38.5,77.0
282,"AW00011281","Megan Barnes","50-59","VIP","2013-01-11",147,2,5921.0,5.0,5,15,2960.5,394.73
283,"AW00011282","Christian Thomas","50-59","VIP","2013-01-02",148,2,5999.0,6.0,6,16,2999.5,374.94
284,"AW00011283","Arturo Lal","50-59","New","2013-08-28",140,2,44.0,4.0,3,2,22.0,22.0
285,"AW00011284","Theresa Serrano","50-59","New","2013-05-02",144,2,55.0,5.0,3,2,27.5,27.5
286,"AW00011285","Jeremy Anderson","50-59","New","2013-10-26",138,2,128.0,5.0,5,2,64.0,64.0
287,"AW00011286","Hunter Griffin","50-59","VIP","2013-01-20",147,2,5954.0,5.0,5,15,2977.0,396.93
288,"AW00011287","Henry Garcia","50-59","New","2014-01-28",135,27,1165.0,62.0,23,11,43.15,105.91
289,"AW00011288","Cindy Sanchez","40-49","New","2013-08-21",140,2,77.0,4.0,4,5,38.5,15.4
290,"AW00011289","Maria Carter","50-59","VIP","2013-01-16",147,2,5905.0,5.0,5,16,2952.5,369.06
291,"AW00011290","Katelyn Sanchez","50-59","VIP","2013-01-27",147,2,5933.0,3.0,3,16,2966.5,370.81
292,"AW00011291","Jenna Wright","50-59","VIP","2013-01-19",147,2,5873.0,2.0,2,16,2936.5,367.06
293,"AW00011292","Seth Phillips","50-59","VIP","2012-12-31",148,2,5910.0,5.0,5,15,2955.0,394.0
294,"AW00011293","Luke Long","60 & Above","New","2013-03-15",145,2,85.0,5.0,5,0,42.5,85.0
295,"AW00011294","Dalton Clark","60 & Above","New","2014-01-03",136,2,42.0,3.0,3,3,21.0,14.0
296,"AW00011295","Taylor Lewis","60 & Above","VIP","2013-01-09",147,2,6058.0,5.0,5,15,3029.0,403.87
297,"AW00011296","Haley Richardson","60 & Above","VIP","2013-01-29",147,2,5897.0,4.0,4,16,2948.5,368.56
298,"AW00011297","Noah Coleman","60 & Above","VIP","2013-02-20",146,2,5948.0,5.0,5,16,2974.0,371.75
299,"AW00011298","Jon Luo","60 & Above","VIP","2013-02-21",146,2,5922.0,5.0,5,17,2961.0,348.35
300,"AW00011299","Orlando Vazquez","60 & Above","VIP","2013-02-24",146,2,6015.0,4.0,4,16,3007.5,375.94
301,"AW00011300","Fernando Barnes","50-59","New","2013-12-31",136,27,1499.0,67.0,28,11,55.52,136.27
302,"AW00011301","Cameron Rodriguez","50-59","New","2013-10-11",138,2,131.0,5.0,5,4,65.5,32.75
303,"AW00011302","Spencer Russell","50-59","VIP","2013-02-02",147,2,5938.0,5.0,5,16,2969.0,371.13
304,"AW00011303","Julia Coleman","50-59","VIP","2013-02-23",146,2,5875.0,3.0,3,17,2937.5,345.59
305,"AW00011304","Julia Garcia","50-59","New","2013-04-22",144,2,122.0,5.0,5,1,61.0,122.0
306,"AW00011305","Sean Evans","50-59","New","2013-08-04",140,2,77.0,4.0,4,4,38.5,19.25
307,"AW00011306","Micah Zhou","50-59","New","2013-09-07",139,2,42.0,3.0,3,2,21.0,21.0
308,"AW00011307","Hunter Rodriguez","50-59","VIP","2013-02-08",146,2,5964.0,5.0,5,17,2982.0,350.82
309,"AW00011308","Ian Gonzales","60 & Above","New","2014-01-15",135,2,94.0,4.0,4,4,47.0,23.5
310,"AW00011309","Victoria Lewis","60 & Above","New","2014-01-05",135,2,42.0,3.0,3,5,21.0,8.4
311,"AW00011310","Erin Sanders","60 & Above","New","2013-12-24",136,2,77.0,4.0,4,4,38.5,19.25
312,"AW00011311","Gabrielle Lopez","60 & Above","New","2013-09-13",139,2,77.0,4.0,4,4,38.5,19.25
313,"AW00011312","Sara Richardson","60 & Above","New","2013-06-02",143,2,42.0,3.0,3,0,21.0,42.0
314,"AW00011313","Trevor Jenkins","60 & Above","New","2013-11-26",137,2,44.0,4.0,3,6,22.0,7.33
315,"AW00011314","Mya Flores","50-59","New","2013-12-03",137,2,47.0,4.0,3,9,23.5,5.22
316,"AW00011315","Hailey Ward","60 & Above","New","2013-12-17",136,2,42.0,3.0,3,6,21.0,7.0
317,"AW00011316","Luke Allen","60 & Above","New","2013-01-12",147,1,2350.0,2.0,2,0,2350.0,2350.0
318,"AW00011317","Victoria Russell","60 & Above","VIP","2013-02-18",146,2,5873.0,2.0,2,17,2936.5,345.47
319,"AW00011318","Jessica Wilson","60 & Above","New","2013-11-08",137,2,44.0,4.0,3,0,22.0,44.0
320,"AW00011319","Jade Bailey","60 & Above","VIP","2013-02-24",146,2,5930.0,4.0,4,17,2965.0,348.82
321,"AW00011320","Morgan Hill","60 & Above","New","2013-08-19",140,2,72.0,5.0,5,2,36.0,36.0
322,"AW00011321","Terrance Raman","60 & Above","New","2013-05-28",143,2,37.0,2.0,2,3,18.5,12.33
323,"AW00011322","Sydney Garcia","60 & Above","New","2013-05-21",143,2,44.0,4.0,3,1,22.0,44.0
324,"AW00011323","Jose Patterson","60 & Above","VIP","2013-01-30",147,2,6074.0,6.0,6,16,3037.0,379.63
325,"AW00011324","Zachary Anderson","60 & Above","VIP","2013-02-05",146,2,5945.0,4.0,4,16,2972.5,371.56
326,"AW00011325","Elijah Ross","60 & Above","VIP","2013-01-31",147,2,6044.0,7.0,7,16,3022.0,377.75
327,"AW00011326","Rafael Xie","60 & Above","VIP","2013-02-20",146,2,5948.0,5.0,5,17,2974.0,349.88
328,"AW00011327","Jaime Moreno","60 & Above","VIP","2013-02-01",147,2,5915.0,5.0,5,16,2957.5,369.69
329,"AW00011328","Julian Griffin","60 & Above","New","2013-04-07",144,2,4718.0,4.0,4,3,2359.0,1572.67
330,"AW00011329","Andy Alvarez","60 & Above","VIP","2013-02-10",146,2,5898.0,2.0,2,16,2949.0,368.63
331,"AW00011330","Ryan Thompson","60 & Above","New","2014-01-22",135,27,1134.0,57.0,24,11,42.0,103.09
332,"AW00011331","Samantha Jenkins","50-59","New","2014-01-24",135,27,1327.0,58.0,24,11,49.15,120.64
333,"AW00011332","Deanna Ramos","50-59","VIP","2013-01-06",147,2,5755.0,3.0,3,14,2877.5,411.07
334,"AW00011333","Emily Miller","50-59","VIP","2013-07-14",141,3,8163.0,6.0,6,27,2721.0,302.33
335,"AW00011334","Nicole Brown","50-59","VIP","2013-07-27",141,3,8154.0,6.0,6,28,2718.0,291.21
336,"AW00011335","Carla Raman","40-49","VIP","2013-01-04",147,2,5744.0,4.0,4,14,2872.0,410.29
337,"AW00011336","Shaun Raji","50-59","New","2013-01-05",147,2,4441.0,5.0,5,3,2220.5,1480.33
338,"AW00011337","Jerome Romero","50-59","VIP","2013-07-19",141,3,8162.0,8.0,7,28,2720.67,291.5
339,"AW00011338","Frank Navarro","50-59","VIP","2012-12-30",148,2,5745.0,5.0,5,14,2872.5,410.36
340,"AW00011339","Dennis She","50-59","New","2013-01-25",147,2,4379.0,3.0,3,3,2189.5,1459.67
341,"AW00011340","Melody Munoz","60 & Above","New","2013-01-02",148,2,4413.0,5.0,5,2,2206.5,2206.5
342,"AW00011341","Randy Zeng","60 & Above","VIP","2013-07-19",141,3,8192.0,8.0,8,27,2730.67,303.41
343,"AW00011342","Marshall Wang","50-59","New","2013-07-12",141,1,49.0,3.0,3,0,49.0,49.0
344,"AW00011343","Arthur Carlson","50-59","VIP","2013-07-24",141,3,8222.0,9.0,9,27,2740.67,304.52
345,"AW00011344","Jessie Jimenez","60 & Above","VIP","2013-07-23",141,3,8119.0,7.0,7,26,2706.33,312.27
346,"AW00011345","Robin Ramos","60 & Above","New","2012-12-31",148,2,4404.0,3.0,3,2,2202.0,2202.0
347,"AW00011346","Deanna Gutierrez","50-59","New","2013-02-11",146,2,4503.0,7.0,7,4,2251.5,1125.75
348,"AW00011347","Roy Navarro","50-59","New","2013-03-16",145,1,14.0,2.0,2,0,14.0,14.0
349,"AW00011348","Shawn Rai","60 & Above","New","2013-03-31",145,1,68.0,3.0,3,0,68.0,68.0
350,"AW00011349","Mindy Luo","50-59","New","2014-01-13",135,1,68.0,3.0,3,0,68.0,68.0
351,"AW00011350","Cara Zhou","60 & Above","New","2013-02-05",146,1,38.0,3.0,3,0,38.0,38.0
352,"AW00011351","Anne Ramos","60 & Above","VIP","2013-08-28",140,3,8068.0,5.0,5,26,2689.33,310.31
353,"AW00011352","Raymond Rodriguez","60 & Above","New","2013-05-01",144,1,14.0,2.0,2,0,14.0,14.0
354,"AW00011353","Carrie Ortega","60 & Above","VIP","2013-08-08",140,3,8078.0,6.0,6,25,2692.67,323.12
355,"AW00011354","Deanna Suarez","60 & Above","New","2013-12-03",137,1,23.0,3.0,3,0,23.0,23.0
356,"AW00011355","Roberto Gutierrez","60 & Above","New","2013-09-26",139,1,14.0,2.0,2,0,14.0,14.0
357,"AW00011356","Terrence Carson","30-39","VIP","2013-10-31",138,3,5069.0,8.0,8,29,1689.67,174.79
358,"AW00011357","Ramon Ye","40-49","Regular","2013-10-29",138,3,4943.0,5.0,5,28,1647.67,176.54
359,"AW00011358","Cynthia Malhotra","40-49","VIP","2013-11-14",137,3,5034.0,8.0,8,28,1678.0,179.79
360,"AW00011359","Jarrod Prasad","40-49","Regular","2013-12-04",136,3,4959.0,8.0,8,29,1653.0,171.0
361,"AW00011360","Tyrone Serrano","40-49","VIP","2013-12-22",136,3,5025.0,6.0,6,29,1675.0,173.28
362,"AW00011361","Cindy Ramos","40-49","New","2013-11-24",137,2,115.0,4.0,4,1,57.5,115.0
363,"AW00011362","Damien Shan","40-49","New","2013-09-24",139,2,77.0,3.0,3,5,38.5,15.4
364,"AW00011363","Julian Ross","40-49","VIP","2013-12-18",136,3,5035.0,5.0,5,30,1678.33,167.83
365,"AW00011364","Jennifer Collins","40-49","Regular","2013-12-26",136,3,4921.0,4.0,4,30,1640.33,164.03
366,"AW00011365","Brittney Sun","40-49","VIP","2013-12-22",136,3,5024.0,7.0,7,30,1674.67,167.47
367,"AW00011366","Virginia Patel","40-49","New","2013-08-15",140,2,77.0,3.0,3,1,38.5,77.0
368,"AW00011367","Calvin Nara","40-49","New","2013-11-25",137,2,86.0,4.0,4,4,43.0,21.5
369,"AW00011368","Edward Miller","40-49","VIP","2013-12-01",137,3,5105.0,11.0,11,29,1701.67,176.03
370,"AW00011369","Ashlee Tang","40-49","New","2013-12-27",136,2,119.0,4.0,4,5,59.5,23.8
371,"AW00011370","Alicia Xu","40-49","New","2013-10-01",139,2,80.0,3.0,3,2,40.0,40.0
372,"AW00011371","Lacey Jai","40-49","New","2013-12-28",136,2,75.0,2.0,2,1,37.5,75.0
373,"AW00011372","Wendy Romero","40-49","Regular","2013-12-14",136,3,4965.0,5.0,5,30,1655.0,165.5
374,"AW00011373","Carly Luo","60 & Above","New","2013-08-27",140,1,38.0,3.0,3,0,38.0,38.0
375,"AW00011374","Jimmy Ortega","60 & Above","New","2013-04-15",144,1,69.0,3.0,3,0,69.0,69.0
376,"AW00011375","Francisco Martinez","60 & Above","New","2013-10-17",138,1,14.0,2.0,2,0,14.0,14.0
377,"AW00011376","Lance Vazquez","60 & Above","New","2013-10-15",138,1,78.0,2.0,2,0,78.0,78.0
378,"AW00011377","David Robinett","50-59","New","2013-02-28",146,1,84.0,3.0,3,0,84.0,84.0
379,"AW00011378","Shannon Liang","50-59","New","2013-02-14",146,2,4436.0,4.0,4,3,2218.0,1478.67
380,"AW00011379","Gary Vazquez","40-49","New","2013-02-26",146,2,4426.0,4.0,4,4,2213.0,1106.5
381,"AW00011380","Mitchell Kumar","60 & Above","VIP","2013-02-03",147,2,5838.0,6.0,6,15,2919.0,389.2
382,"AW00011381","Meredith Raman","50-59","VIP","2013-08-18",140,3,8161.0,5.0,5,26,2720.33,313.88
383,"AW00011382","Edward Patterson","50-59","New","2013-02-16",146,2,4344.0,2.0,2,3,2172.0,1448.0
384,"AW00011383","Marie Gill","50-59","New","2014-01-01",136,1,49.0,3.0,3,0,49.0,49.0
385,"AW00011384","Tiffany Wang","50-59","New","2013-08-02",141,1,49.0,3.0,3,0,49.0,49.0
386,"AW00011385","Miguel Allen","50-59","New","2013-07-06",141,1,14.0,2.0,2,0,14.0,14.0
387,"AW00011386","Jaclyn Cai","50-59","New","2013-11-02",138,1,69.0,3.0,3,0,69.0,69.0
388,"AW00011387","Megan Ramirez","60 & Above","VIP","2013-04-01",145,3,6959.0,6.0,6,20,2319.67,347.95
389,"AW00011388","Joseph Martin","60 & Above","VIP","2013-04-26",144,3,6987.0,7.0,7,21,2329.0,332.71
390,"AW00011389","Karl Shan","40-49","New","2013-11-17",137,1,69.0,3.0,3,0,69.0,69.0
391,"AW00011390","Christine Raji","40-49","New","2013-11-07",137,1,49.0,3.0,3,0,49.0,49.0
392,"AW00011391","Lindsay Xie","40-49","New","2013-10-26",138,1,34.0,2.0,2,0,34.0,34.0
393,"AW00011392","Willie Zhao","40-49","New","2013-03-29",145,1,29.0,1.0,1,0,29.0,29.0
394,"AW00011393","Kurt Pal","50-59","New","2013-07-16",141,1,14.0,2.0,2,0,14.0,14.0
395,"AW00011394","George McDonald","50-59","VIP","2013-08-02",141,3,8162.0,7.0,7,24,2720.67,340.08
396,"AW00011395","Beth Gutierrez","40-49","VIP","2013-02-20",146,2,5730.0,3.0,3,15,2865.0,382.0
397,"AW00011396","Ian Lopez","50-59","New","2013-10-26",138,1,29.0,1.0,1,0,29.0,29.0
398,"AW00011397","Latoya Shan","50-59","New","2013-07-07",141,1,38.0,3.0,3,0,38.0,38.0
399,"AW00011398","Colin Nath","50-59","VIP","2013-08-02",141,3,8114.0,4.0,4,24,2704.67,338.08
400,"AW00011399","Brenda Mehta","50-59","New","2013-04-13",144,1,14.0,2.0,2,0,14.0,14.0
401,"AW00011400","Franklin Raji","40-49","VIP","2013-07-19",141,3,6968.0,8.0,7,24,2322.67,290.33
402,"AW00011401","Linda Navarro","50-59","New","2013-03-08",145,3,5020.0,6.0,6,4,1673.33,1255.0
403,"AW00011402","Kelli Cai","40-49","New","2013-04-02",145,3,5059.0,10.0,9,4,1686.33,1264.75
404,"AW00011403","Nancy Schmidt","40-49","New","2013-05-28",143,3,5032.0,9.0,9,7,1677.33,718.86
405,"AW00011404","Megan Taylor","60 & Above","New","2013-02-10",146,1,34.0,2.0,2,0,34.0,34.0
406,"AW00011405","Bonnie Goel","60 & Above","New","2013-03-31",145,1,54.0,1.0,1,0,54.0,54.0
407,"AW00011406","Latoya Xu","60 & Above","New","2013-02-09",146,2,4415.0,6.0,6,3,2207.5,1471.67
408,"AW00011407","Mario She","60 & Above","New","2013-06-23",142,1,54.0,1.0,1,0,54.0,54.0
409,"AW00011408","Darren Gill","60 & Above","New","2013-03-05",145,1,34.0,3.0,3,0,34.0,34.0
410,"AW00011409","Jacqueline Hayes","40-49","New","2013-01-28",147,2,4444.0,5.0,5,2,2222.0,2222.0
411,"AW00011410","Maurice Goel","60 & Above","New","2013-02-04",146,2,4464.0,5.0,5,2,2232.0,2232.0
412,"AW00011411","Devin Ross","60 & Above","New","2013-08-04",140,1,38.0,3.0,3,0,38.0,38.0
413,"AW00011412","Sydney Bryant","60 & Above","VIP","2013-10-11",138,4,9880.0,11.0,10,23,2470.0,429.57
414,"AW00011413","Megan Stewart","60 & Above","VIP","2013-09-05",139,4,7190.0,11.0,10,24,1797.5,299.58
415,"AW00011414","Ian Richardson","60 & Above","VIP","2013-09-15",139,4,7191.0,10.0,10,25,1797.75,287.64
416,"AW00011415","Randy She","60 & Above","New","2013-08-16",140,1,14.0,2.0,2,0,14.0,14.0
417,"AW00011416","Katrina Becker","60 & Above","New","2013-05-05",143,3,4928.0,5.0,4,5,1642.67,985.6
418,"AW00011417","Lacey Zheng","60 & Above","VIP","2013-12-15",136,7,11248.0,17.0,14,13,1606.86,865.23
419,"AW00011418","Rafael Hu","60 & Above","New","2013-12-17",136,1,40.0,2.0,2,0,40.0,40.0
420,"AW00011419","Kyle Scott","60 & Above","New","2013-06-27",142,2,231.0,6.0,6,3,115.5,77.0
421,"AW00011420","Jordan Turner","60 & Above","VIP","2013-11-29",137,7,11200.0,17.0,16,12,1600.0,933.33
422,"AW00011421","Amy Sun","60 & Above","VIP","2013-10-09",138,4,9780.0,4.0,4,23,2445.0,425.22
423,"AW00011422","Dustin Deng","60 & Above","VIP","2013-11-03",138,4,7075.0,10.0,10,26,1768.75,272.12
424,"AW00011423","Jasmine Stewart","60 & Above","VIP","2013-10-20",138,4,9905.0,10.0,10,22,2476.25,450.23
425,"AW00011424","Pamela Garcia","60 & Above","New","2013-04-21",144,1,44.0,2.0,2,0,44.0,44.0
426,"AW00011425","Ariana Gray","50-59","VIP","2013-12-21",136,6,10528.0,15.0,15,12,1754.67,877.33
427,"AW00011426","Kristopher Mehta","60 & Above","New","2013-04-09",144,1,35.0,1.0,1,0,35.0,35.0
428,"AW00011427","Desiree Dominguez","60 & Above","VIP","2013-10-20",138,4,9918.0,9.0,8,22,2479.5,450.82
429,"AW00011428","Deanna Perez","60 & Above","VIP","2013-10-22",138,4,9954.0,12.0,12,22,2488.5,452.45
430,"AW00011429","Marco Lopez","60 & Above","VIP","2013-12-24",136,6,10468.0,17.0,14,12,1744.67,872.33
431,"AW00011430","Casey Yuan","60 & Above","New","2013-03-19",145,1,85.0,2.0,2,0,85.0,85.0
432,"AW00011431","Bryant Garcia","50-59","VIP","2013-09-30",139,4,9913.0,11.0,8,21,2478.25,472.05
433,"AW00011432","Dominique Prasad","60 & Above","VIP","2013-12-25",136,6,9330.0,16.0,15,12,1555.0,777.5
434,"AW00011433","Maurice Shan","60 & Above","New","2013-09-14",139,6,12904.0,13.0,12,9,2150.67,1433.78
435,"AW00011434","Andre Lopez","60 & Above","New","2013-07-15",141,2,70.0,4.0,4,1,35.0,70.0
436,"AW00011435","Robin Romero","60 & Above","New","2014-01-04",135,1,35.0,1.0,1,0,35.0,35.0
437,"AW00011436","Taylor Cox","60 & Above","New","2013-06-19",142,2,81.0,4.0,4,0,40.5,81.0
438,"AW00011437","Alfredo Moreno","60 & Above","New","2013-12-19",136,1,54.0,1.0,1,0,54.0,54.0
439,"AW00011438","Jenny Nara","60 & Above","New","2013-02-05",146,1,35.0,1.0,1,0,35.0,35.0
440,"AW00011439","Janet Munoz","60 & Above","New","2013-10-20",138,6,12488.0,14.0,12,10,2081.33,1248.8
441,"AW00011440","Sergio Weber","60 & Above","New","2013-03-27",145,1,78.0,2.0,2,0,78.0,78.0
442,"AW00011441","Erika Gomez","60 & Above","New","2014-01-08",135,1,44.0,2.0,2,0,44.0,44.0
443,"AW00011442","Joseph Harris","60 & Above","New","2013-09-29",139,1,35.0,1.0,1,0,35.0,35.0
444,"AW00011443","Grace Griffin","40-49","VIP","2013-10-01",139,3,8235.0,8.0,8,27,2745.0,305.0
445,"AW00011444","Tina Mehta","40-49","VIP","2013-06-02",143,3,8136.0,5.0,5,24,2712.0,339.0
446,"AW00011445","Kari Kim","40-49","VIP","2013-06-28",142,3,8098.0,5.0,5,24,2699.33,337.42
447,"AW00011446","Bethany Chander","40-49","VIP","2013-06-21",142,3,8237.0,7.0,6,24,2745.67,343.21
448,"AW00011447","Jennifer Roberts","40-49","VIP","2013-05-31",143,3,8078.0,6.0,6,23,2692.67,351.22
449,"AW00011448","Kyle Patterson","40-49","VIP","2013-06-21",142,3,8132.0,7.0,7,24,2710.67,338.83
450,"AW00011449","Alvin Hu","40-49","VIP","2013-06-24",142,3,8130.0,7.0,7,24,2710.0,338.75
451,"AW00011450","Brett Mehta","40-49","VIP","2013-06-17",142,3,8173.0,9.0,9,23,2724.33,355.35
452,"AW00011451","Ruben Muñoz","40-49","VIP","2013-06-05",142,3,8250.0,9.0,9,22,2750.0,375.0
453,"AW00011452","Erika Rubio","40-49","VIP","2013-06-12",142,3,8183.0,5.0,5,23,2727.67,355.78
454,"AW00011453","Stanley Malhotra","40-49","VIP","2013-06-19",142,3,8177.0,6.0,6,23,2725.67,355.52
455,"AW00011454","Melinda Navarro","40-49","VIP","2013-06-18",142,3,8089.0,4.0,4,22,2696.33,367.68
456,"AW00011455","Ross Sanz","40-49","VIP","2013-05-31",143,3,8142.0,5.0,5,22,2714.0,370.09
457,"AW00011456","Jon Gao","40-49","VIP","2013-05-31",143,3,8224.0,11.0,10,22,2741.33,373.82
458,"AW00011457","Jaime Gutierrez","40-49","VIP","2013-06-01",143,3,8211.0,10.0,9,22,2737.0,373.23
459,"AW00011458","Bianca Liu","40-49","New","2014-01-18",135,3,97.0,7.0,7,9,32.33,10.78
460,"AW00011459","Tasha Deng","40-49","VIP","2013-06-18",142,3,8141.0,5.0,5,22,2713.67,370.05
461,"AW00011460","Melvin Chande","40-49","VIP","2013-06-10",142,3,8137.0,6.0,6,22,2712.33,369.86
462,"AW00011461","Victor Jimenez","40-49","VIP","2013-07-21",141,3,8089.0,4.0,4,23,2696.33,351.7
463,"AW00011462","Laura Lin","40-49","VIP","2013-07-25",141,3,8116.0,5.0,5,24,2705.33,338.17
464,"AW00011463","Alisha Beck","40-49","New","2013-12-13",136,3,48.0,4.0,4,9,16.0,5.33
465,"AW00011464","Alejandro Huang","40-49","VIP","2013-07-01",142,3,8128.0,7.0,7,23,2709.33,353.39
466,"AW00011465","Louis Luo","40-49","VIP","2013-07-13",141,3,8158.0,4.0,4,23,2719.33,354.7
